prevalence,ppv,ppv_95ci_low,ppv_95ci_high,npv,npv_95ci_low,npv_95ci_high,p_pos,p_pos_low,p_pos_high,fdr,fdr_95ci_low,fdr_95ci_high,fomr,fomr_95ci_low,fomr_95ci_high
0.195,0.8934362934362934,0.8487183342103284,0.9254284390921723,0.9149156563756836,0.9053081421502474,0.9242379298912948,0.135975,0.14033500000000002,0.13303,0.10656370656370662,0.07457156090782768,0.15128166578967162,0.08508434362431638,0.07576207010870517,0.09469185784975265
0.2,0.8964028776978417,0.852724594992636,0.9275766016713091,0.9124274099883856,0.9025688498032862,0.9219990658570761,0.139,0.14360000000000003,0.13580000000000003,0.10359712230215834,0.07242339832869094,0.14727540500736402,0.08757259001161444,0.07800093414292386,0.09743115019671378
0.205,0.8992430910051046,0.8565706862957349,0.9296292513532836,0.9099216177627554,0.8998119406103805,0.9197430652827512,0.142025,0.14686500000000002,0.13857,0.10075690899489542,0.07037074864671644,0.14342931370426515,0.09007838223724463,0.08025693471724882,0.1001880593896195
0.21,0.9019648397104446,0.860266025187491,0.9315926197295678,0.9073980934557577,0.897037244077982,0.91746973066469,0.14505,0.15013,0.14134000000000002,0.09803516028955539,0.06840738027043225,0.13973397481250904,0.09260190654424227,0.08253026933531005,0.10296275592201798
0.215,0.9045753840958973,0.8638193046978001,0.9334724078359788,0.9048566481791238,0.8942445875054037,0.9151788614525074,0.148075,0.15339500000000003,0.14411000000000002,0.09542461590410267,0.06652759216402115,0.1361806953021999,0.09514335182087619,0.08482113854749262,0.1057554124945963
0.22,0.9070814030443414,0.8672385620915032,0.9352738414400612,0.9022970903522205,0.8914337959489872,0.912870253990087,0.1511,0.15666000000000002,0.14688,0.09291859695565863,0.0647261585599388,0.13276143790849682,0.0977029096477795,0.08712974600991297,0.1085662040510128
0.225,0.9094890510948904,0.8705312395589709,0.937001719556042,0.8997192256539086,0.8886046921855706,0.9105437014552272,0.154125,0.159925,0.14965,0.09051094890510958,0.06299828044395805,0.12946876044102906,0.1002807743460914,0.08945629854477277,0.11139530781442941
0.23,0.911804008908686,0.8737042382889384,0.9386604571358538,0.8971228569733641,0.8857570966752402,0.9081989937978753,0.15715,0.16319000000000003,0.15242,0.08819599109131404,0.061339542864146224,0.1262957617110616,0.10287714302663586,0.09180100620212472,0.11424290332475984
0.235,0.9140315280162322,0.8767639667504349,0.9402541227358745,0.8945077843598369,0.8828908275233485,0.9058359176769101,0.16017499999999998,0.16645500000000002,0.15519,0.08596847198376778,0.0597458772641255,0.12323603324956511,0.10549221564016309,0.09416408232308993,0.11710917247665154
0.24,0.9161764705882351,0.8797163838946568,0.9417864718359651,0.8918738049713193,0.8800057004417842,0.9034542563954329,0.1632,0.16972,0.15796,0.08382352941176485,0.05821352816403491,0.12028361610534322,0.1081261950286807,0.09654574360456714,0.11999429955821583
0.245,0.9182433448638893,0.8825670378896285,0.94326097638523565,0.8892207130220983,0.8771015287094737,0.9010537898345254,0.166225,0.17298500000000003,0.16072999999999998,0.08175665513611075,0.05673902361476435,0.11743296211037146,0.11077928697790174,0.09894621016547456,0.12289847129052633
0.25,0.9202363367799113,0.8853211009174311,0.9446808510638297,0.8865482997291605,0.874178123132098,0.8986342943854324,0.16925,0.17625000000000002,0.1635,0.07976366322008865,0.05531914893617029,0.1146788990825689,0.1134517002708395,0.10136570561456759,0.12582187686790203
0.255,0.9221593382673051,0.8879834004931736,0.9460490766788291,0.8838563532574225,0.8712352920010076,0.8961955428801258,0.172275,0.179515,0.16627000000000003,0.07784066173269488,0.05395092332117091,0.11201659950682641,0.11614364674257749,0.10380445711987418,0.12876470799899242
0.26,0.9240159726183685,0.8905584477046852,0.9473684210526315,0.8811446586637566,0.8682728410513142,0.8937373045202026,0.1753,0.18278000000000003,0.16904000000000002,0.07598402738163146,0.052631578947368474,0.10944155229531483,0.11885534133624343,0.10626269547979739,0.1317271589486858
0.265,0.9258096172718351,0.8930504627204469,0.9486414577118438,0.8784129978397784,0.865290573419143,0.891259344804074,0.17832500000000004,0.18604500000000002,0.17181000000000002,0.07419038272816492,0.05135854228815617,0.10694953727955314,0.12158700216022156,0.10874065519592602,0.13470942658085705
0.27,0.9275434243176178,0.8954633978691716,0.949870582642227,0.8756611494533683,0.8622882895980227,0.8887614254523923,0.18135,0.18931000000000003,0.17458,0.07245657568238217,0.05012941735777299,0.10453660213082838,0.12433885054663174,0.11123857454760766,0.13771171040197727
0.275,0.9292203389830508,0.8978009585565266,0.9510580293392185,0.8728888888888889,0.8592657873943962,0.8862433043316716,0.184375,0.19257500000000005,0.17735,0.07077966101694921,0.04894197066078154,0.10219904144347336,0.12711111111111106,0.11375669566832836,0.14073421260560381
0.28,0.9308431163287086,0.9000666222518321,0.9522058823529411,0.8700959881860694,0.8562228618822266,0.8837047353760445,0.1874,0.19584000000000004,0.18012000000000003,0.06915688367129136,0.047794117647058876,0.0999333777481679,0.12990401181393063,0.11629526462395545,0.14377713811777337
0.285,0.9324143363528947,0.9022636557493574,0.9533160895005148,0.8672822159775191,0.8531593053566839,0.8811454685071077,0.190425,0.199105,0.18289,0.06758566364710528,0.04668391049948517,0.09773634425064259,0.1327177840224809,0.11885453149289227,0.14684069464331606
