company,test_name,prevalence,ppv,ppv_95ci_low,ppv_95ci_high,npv,npv_95ci_low,npv_95ci_high,p_pos,p_pos_low,p_pos_high,fdr,fdr_95ci_low,fdr_95ci_high,fomr,fomr_95ci_low,fomr_95ci_high
GenMark Diagnostics,ePlex® SARS-CoV-2 Test,0.005,1.0,0.05419328283786646,1.0,0.9995669870962156,0.9989921571471079,0.9998121718090028,0.0045689655172413786,0.004813075840331033,0.07506109093458385,0.0,0.0,0.9458067171621336,0.00043301290378450213,0.00018782819099716352,0.0010078428528920158
GenMark Diagnostics,ePlex® SARS-CoV-2 Test,0.01,1.0,0.1032803357576276,1.0,0.9991299808595788,0.9979761943442532,0.9996225179814952,0.009137931034482759,0.009626151680662066,0.07877214769484897,0.0,0.0,0.8967196642423724,0.0008700191404210633,0.00037748201850484886,0.0020238056557466693
GenMark Diagnostics,ePlex® SARS-CoV-2 Test,0.015,1.0,0.14795037212758913,1.0,0.9986889257932,0.9969520130637728,0.9994310117704904,0.013706896551724138,0.014439227520993097,0.0824832044551141,0.0,0.0,0.8520496278724109,0.0013110742068001002,0.0005689882295095705,0.003047986936227209
GenMark Diagnostics,ePlex® SARS-CoV-2 Test,0.02,1.0,0.1887739101781833,1.0,0.9982437653670532,0.9959195131774808,0.9992376259039522,0.018275862068965518,0.01925230336132413,0.08619426121537922,0.0,0.0,0.8112260898218167,0.0017562346329469405,0.0007623740960478465,0.004080486822519268
GenMark Diagnostics,ePlex® SARS-CoV-2 Test,0.025,1.0,0.22622727012870916,1.0,0.9977944419938244,0.9948785929240364,0.9990423325718476,0.0228448275862069,0.02406537920165517,0.08990531797564434,0.0,0.0,0.7737727298712909,0.002205558006175612,0.0009576674281523977,0.0051214070759636465
GenMark Diagnostics,ePlex® SARS-CoV-2 Test,0.03,1.0,0.2607112447546882,1.0,0.9973408970040772,0.9938291488755104,0.9988451034128152,0.02741379310344828,0.0288784550419862,0.09361637473590947,0.0,0.0,0.7392887552453118,0.002659102995922757,0.0011548965871849284,0.006170851124489452
GenMark Diagnostics,ePlex® SARS-CoV-2 Test,0.035,1.0,0.2925654985467914,1.0,0.9968830706207142,0.9927710759031276,0.9986459095004336,0.03198275862068965,0.03369153088231723,0.0973274314961746,0.0,0.0,0.7074345014532086,0.00311692937928576,0.0013540904995663627,0.00722892409687248
GenMark Diagnostics,ePlex® SARS-CoV-2 Test,0.04,1.0,0.32207979365743955,1.0,0.9964209019327128,0.991704267142158,0.9984447213290804,0.036551724137931035,0.03850460672264826,0.10103848825643973,0.0,0.0,0.6779202063425604,0.003579098067287068,0.0015552786709195356,0.008295732857841909
GenMark Diagnostics,ePlex® SARS-CoV-2 Test,0.045,1.0,0.3495028295768928,1.0,0.9959543288681112,0.9906286139559392,0.99824150879936,0.04112068965517241,0.0433176825629793,0.10474954501670483,0.0,0.0,0.6504971704231073,0.004045671131888917,0.0017584912006398667,0.009371386044060848
GenMark Diagnostics,ePlex® SARS-CoV-2 Test,0.05,1.0,0.37504926807445177,1.0,0.995483288166215,0.9895440058989958,0.998036241203094,0.045689655172413794,0.048130758403310325,0.10846060177696996,0.0,0.0,0.6249507319255483,0.004516711833784992,0.0019637587969059127,0.010455994101004172
GenMark Diagnostics,ePlex® SARS-CoV-2 Test,0.055,1.0,0.39890536367214896,1.0,0.995007715349006,0.9884503306792372,0.9978288872078496,0.050258620689655184,0.052943834243641366,0.11217165853723507,0.0,0.0,0.6010946363278511,0.0049922846509938825,0.002171112792150432,0.011549669320762734
GenMark Diagnostics,ePlex® SARS-CoV-2 Test,0.06,1.0,0.4212335122483413,1.0,0.9945275446917184,0.9873474741192018,0.9976194148409966,0.05482758620689655,0.057756910083972386,0.1158827152975002,0.0,0.0,0.5787664877516587,0.005472455308281554,0.002380585159003412,0.012652525880798238
GenMark Diagnostics,ePlex® SARS-CoV-2 Test,0.065,1.0,0.44217595276813293,1.0,0.9940427091925579,0.9862353201163204,0.9974077914732732,0.059396551724137936,0.06256998592430342,0.11959377205776535,0.0,0.0,0.5578240472318671,0.005957290807442006,0.0025922085267267025,0.013764679883679576
GenMark Diagnostics,ePlex® SARS-CoV-2 Test,0.07,1.0,0.4618578005566846,1.0,0.9935531405415362,0.9851137506021724,0.9971939838018412,0.06396551724137932,0.06738306176463447,0.12330482881803045,0.0,0.0,0.5381421994433154,0.006446859458463794,0.0028060161981586784,0.014886249397827568
GenMark Diagnostics,ePlex® SARS-CoV-2 Test,0.075,1.0,0.4803895488288225,1.0,0.993058769088385,0.9839826455007008,0.9969779578328154,0.0685344827586207,0.0721961376049655,0.12701588557829555,0.0,0.0,0.5196104511711774,0.006941230911615026,0.003022042167184602,0.016017354499299197
GenMark Diagnostics,ePlex® SARS-CoV-2 Test,0.08,1.0,0.4978691441403758,1.0,0.9925595238095238,0.9828418826853579,0.9967596788632448,0.07310344827586207,0.07700921344529653,0.1307269423385607,0.0,0.0,0.5021308558596242,0.007440476190476164,0.0032403211367550977,0.01715811731464201
GenMark Diagnostics,ePlex® SARS-CoV-2 Test,0.085,1.0,0.5143837180921578,1.0,0.9920553322740444,0.9816913379351492,0.9965391114625292,0.07767241379310345,0.08182228928562757,0.1344379990988258,0.0,0.0,0.4856162819078422,0.0079446677259557,0.00346088853747073,0.01830866206485093
